GBPJPY,Buy,155.79900000,155.58400000,156.22100000,Monday,January,2022-01-03 10:45,2022-01-03 12:59,2 hours,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,155.89400000,155.67900000,156.31800000,Tuesday,January,2022-01-04 08:00,2022-01-04 10:59,2 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,157.06600000,156.91300000,157.36600000,Wednesday,January,2022-01-05 18:00,2022-01-05 18:59,Less than 1 hour,2,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,157.10700000,156.93100000,157.45200000,Friday,January,2022-01-07 22:00,2022-01-10 00:14,2 days,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,157.34200000,157.17900000,157.65800000,Monday,January,2022-01-10 08:00,2022-01-10 10:29,2 hours,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,156.95800000,156.80500000,157.25800000,Tuesday,January,2022-01-11 11:00,2022-01-11 13:59,2 hours,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,157.36300000,157.20800000,157.66800000,Wednesday,January,2022-01-12 08:00,2022-01-12 09:14,1 hours,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.73600000,156.88900000,156.43600000,Thursday,January,2022-01-13 18:00,2022-01-13 19:29,1 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,155.94000000,156.09300000,155.64000000,Friday,January,2022-01-14 14:30,2022-01-14 15:59,1 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.24000000,156.39300000,155.94000000,Tuesday,January,2022-01-18 12:00,2022-01-18 14:14,2 hours,2,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,155.48200000,155.81300000,154.82600000,Wednesday,January,2022-01-19 08:00,2022-01-19 11:14,3 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,155.51200000,155.66500000,155.21200000,Thursday,January,2022-01-20 14:00,2022-01-20 16:44,2 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,154.48200000,154.63500000,154.18200000,Friday,January,2022-01-21 10:15,2022-01-21 10:44,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,154.16100000,154.38500000,153.71900000,Monday,January,2022-01-24 08:15,2022-01-24 11:14,2 hours,2,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,153.36500000,153.50200000,153.10000000,Tuesday,January,2022-01-25 08:00,2022-01-25 08:59,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,154.02300000,154.23100000,153.61300000,Thursday,January,2022-01-27 08:00,2022-01-27 10:44,2 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,154.83100000,154.58900000,155.30800000,Friday,January,2022-01-28 08:00,2022-01-28 10:29,2 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,154.97500000,154.79500000,155.32900000,Monday,January,2022-01-31 09:00,2022-01-31 12:44,3 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,155.04100000,154.88800000,155.34100000,Tuesday,February,2022-02-01 18:00,2022-02-01 19:44,1 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,155.27300000,154.94700000,155.92000000,Wednesday,February,2022-02-02 20:15,2022-02-03 09:15,13 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,155.78000000,155.31600000,0.00000000,Thursday,February,2022-02-03 13:59,2022-02-03 14:14,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,156.23400000,155.97100000,156.75400000,Tuesday,February,2022-02-08 09:00,2022-02-09 12:15,1 days,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.75400000,156.23400000,0.00000000,Wednesday,February,2022-02-09 12:29,2022-02-09 16:29,4 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,156.52300000,156.30900000,156.93800000,Thursday,February,2022-02-10 08:15,2022-02-10 11:14,2 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,157.44300000,157.16000000,158.00200000,Friday,February,2022-02-11 15:00,2022-02-11 20:44,5 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.18100000,156.39000000,155.77100000,Monday,February,2022-02-14 09:00,2022-02-14 10:29,1 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.04100000,156.26400000,155.60100000,Tuesday,February,2022-02-15 08:00,2022-02-15 10:14,2 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,156.79000000,156.62200000,157.12100000,Wednesday,February,2022-02-16 08:00,2022-02-16 12:29,4 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.14100000,156.29400000,155.84100000,Thursday,February,2022-02-17 11:15,2022-02-17 11:29,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,156.83900000,156.65200000,157.20600000,Friday,February,2022-02-18 09:00,2022-02-18 10:44,1 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,156.44200000,156.73800000,155.85700000,Monday,February,2022-02-21 13:30,2022-02-22 01:14,11 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,155.60500000,155.75800000,155.30500000,Tuesday,February,2022-02-22 10:00,2022-02-22 10:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,156.55800000,156.32000000,157.02900000,Wednesday,February,2022-02-23 10:00,2022-02-23 15:14,5 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,154.64600000,154.80000000,154.34600000,Thursday,February,2022-02-24 08:00,2022-02-24 08:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,154.36800000,154.50000000,154.11800000,Monday,February,2022-02-28 08:00,2022-02-28 08:59,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,154.15000000,154.30300000,153.85000000,Tuesday,March,2022-03-01 11:30,2022-03-01 12:29,Less than 1 hour,2,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,152.87200000,153.02500000,152.57200000,Wednesday,March,2022-03-02 09:15,2022-03-02 09:44,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,155.07600000,154.93400000,155.35400000,Thursday,March,2022-03-03 08:00,2022-03-03 09:59,1 hours,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,153.72000000,153.87300000,153.42000000,Friday,March,2022-03-04 10:15,2022-03-04 13:14,2 hours,2,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,151.39800000,151.55100000,151.09800000,Monday,March,2022-03-07 10:45,2022-03-07 11:14,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,151.03300000,151.18600000,150.73300000,Tuesday,March,2022-03-08 09:15,2022-03-08 09:29,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,152.27900000,152.43200000,151.97900000,Thursday,March,2022-03-10 18:00,2022-03-10 19:44,1 hours,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,152.89900000,152.74600000,153.19900000,Friday,March,2022-03-11 12:00,2022-03-11 13:29,1 hours,2,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,153.39000000,153.12300000,153.91700000,Monday,March,2022-03-14 10:00,2022-03-14 13:14,3 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,154.35600000,154.04200000,154.97700000,Tuesday,March,2022-03-15 08:00,2022-03-15 10:14,2 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,154.50800000,154.22000000,155.07600000,Wednesday,March,2022-03-16 12:00,2022-03-16 17:29,5 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,156.60000000,156.44700000,156.90000000,Thursday,March,2022-03-17 10:15,2022-03-17 10:44,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,156.81100000,156.65800000,157.11100000,Friday,March,2022-03-18 17:15,2022-03-18 19:59,2 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,156.94000000,156.81200000,157.18600000,Monday,March,2022-03-21 10:15,2022-03-21 10:44,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,158.11500000,157.78100000,158.77800000,Tuesday,March,2022-03-22 08:00,2022-03-22 11:44,3 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,160.78500000,160.55400000,161.23300000,Wednesday,March,2022-03-23 08:00,2022-03-23 10:29,2 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,160.85000000,160.69600000,161.15000000,Thursday,March,2022-03-24 18:00,2022-03-24 19:44,1 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,161.77100000,161.43300000,162.44100000,Monday,March,2022-03-28 08:00,2022-03-28 10:14,2 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,159.94400000,160.26500000,159.30900000,Wednesday,March,2022-03-30 22:00,2022-03-31 02:14,4 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,159.68300000,159.83600000,159.38300000,Thursday,March,2022-03-31 10:00,2022-03-31 10:44,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,160.98800000,160.83300000,161.28800000,Friday,April,2022-04-01 08:00,2022-04-01 08:44,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,160.82600000,160.62700000,161.20600000,Monday,April,2022-04-04 08:00,2022-04-04 11:14,3 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,160.84200000,160.51800000,161.48200000,Tuesday,April,2022-04-05 09:00,2022-04-05 10:59,1 hours,2,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,161.84000000,161.70500000,162.10400000,Wednesday,April,2022-04-06 10:00,2022-04-06 10:44,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,161.90100000,161.56600000,162.56400000,Thursday,April,2022-04-07 09:30,2022-04-07 11:14,1 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,162.10100000,161.94800000,162.40100000,Friday,April,2022-04-08 20:00,2022-04-11 00:14,2 days,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,162.61400000,162.26400000,163.30200000,Monday,April,2022-04-11 08:00,2022-04-11 11:44,3 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,163.47900000,163.32600000,163.77900000,Tuesday,April,2022-04-12 08:30,2022-04-12 09:14,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,163.75000000,163.39900000,164.44700000,Wednesday,April,2022-04-13 10:00,2022-04-13 19:44,9 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,164.64900000,164.49600000,164.94900000,Thursday,April,2022-04-14 20:45,2022-04-15 00:59,4 hours,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,165.19000000,165.02300000,165.49000000,Friday,April,2022-04-15 08:00,2022-04-15 08:29,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,166.57300000,166.42000000,166.87300000,Tuesday,April,2022-04-19 08:00,2022-04-19 08:29,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,165.30300000,165.45600000,165.00300000,Friday,April,2022-04-22 11:00,2022-04-22 11:14,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,164.50900000,164.80700000,163.92100000,Monday,April,2022-04-25 08:00,2022-04-25 09:29,1 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,162.78500000,162.93800000,162.48500000,Tuesday,April,2022-04-26 09:45,2022-04-26 10:14,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,160.61800000,160.77100000,160.31800000,Wednesday,April,2022-04-27 11:30,2022-04-27 12:14,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,162.69100000,162.84500000,162.39100000,Monday,May,2022-05-02 20:00,2022-05-02 21:44,1 hours,2,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,162.70900000,162.86200000,162.40900000,Tuesday,May,2022-05-03 13:45,2022-05-03 14:29,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,162.44900000,162.64800000,162.06500000,Wednesday,May,2022-05-04 08:00,2022-05-04 10:14,2 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,162.72500000,162.57200000,163.02500000,Thursday,May,2022-05-05 12:00,2022-05-05 13:44,1 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,161.12400000,161.27800000,160.82400000,Friday,May,2022-05-06 09:30,2022-05-06 09:59,Less than 1 hour,2,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,160.90500000,161.05800000,160.60500000,Monday,May,2022-05-09 08:00,2022-05-09 09:59,1 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,160.75000000,160.90300000,160.45000000,Tuesday,May,2022-05-10 10:30,2022-05-10 11:44,1 hours,2,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,160.44100000,160.59400000,160.14100000,Wednesday,May,2022-05-11 10:15,2022-05-11 11:59,1 hours,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,158.43900000,158.59200000,158.13900000,Thursday,May,2022-05-12 08:00,2022-05-12 08:59,Less than 1 hour,2,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,157.07500000,157.23000000,156.77500000,Friday,May,2022-05-13 09:15,2022-05-13 09:29,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,157.92000000,158.07700000,157.62000000,Monday,May,2022-05-16 08:00,2022-05-16 08:14,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,160.09800000,159.94500000,160.39800000,Tuesday,May,2022-05-17 10:00,2022-05-17 10:14,Less than 1 hour,2,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,159.36700000,159.52000000,159.06700000,Wednesday,May,2022-05-18 17:00,2022-05-18 17:29,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,159.57600000,159.42100000,159.87600000,Thursday,May,2022-05-19 08:00,2022-05-19 08:44,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,159.12400000,159.27900000,158.82400000,Friday,May,2022-05-20 08:00,2022-05-20 08:44,Less than 1 hour,-1,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,160.45500000,160.30200000,160.75500000,Monday,May,2022-05-23 09:00,2022-05-23 09:29,Less than 1 hour,2,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,159.10900000,159.26300000,158.80900000,Tuesday,May,2022-05-24 12:00,2022-05-24 12:29,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,158.85700000,159.01000000,158.55700000,Wednesday,May,2022-05-25 12:30,2022-05-25 12:59,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,159.35300000,159.50600000,159.05300000,Thursday,May,2022-05-26 11:00,2022-05-26 12:14,1 hours,2,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,160.80400000,160.65100000,161.10400000,Monday,May,2022-05-30 09:15,2022-05-30 09:44,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,162.06300000,161.91000000,162.36300000,Tuesday,May,2022-05-31 17:00,2022-05-31 17:59,Less than 1 hour,-1,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,162.72600000,162.57300000,163.02600000,Wednesday,June,2022-06-01 09:30,2022-06-01 10:14,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,162.85200000,162.69900000,163.15200000,Thursday,June,2022-06-02 12:00,2022-06-02 12:44,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,163.47800000,163.32500000,163.77800000,Friday,June,2022-06-03 11:45,2022-06-03 15:29,3 hours,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,164.07700000,163.92400000,164.37700000,Monday,June,2022-06-06 11:00,2022-06-06 11:14,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,166.07300000,165.92000000,166.37300000,Tuesday,June,2022-06-07 08:00,2022-06-07 08:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,167.34600000,167.03500000,167.96300000,Wednesday,June,2022-06-08 08:30,2022-06-08 13:44,5 hours,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,168.45300000,168.30000000,168.75300000,Thursday,June,2022-06-09 18:00,2022-06-09 18:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,165.10900000,165.26200000,164.80900000,Monday,June,2022-06-13 10:00,2022-06-13 10:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Sell,162.47500000,162.62800000,162.17500000,Tuesday,June,2022-06-14 13:00,2022-06-14 13:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,162.10600000,162.25900000,161.80600000,Wednesday,June,2022-06-15 08:00,2022-06-15 08:14,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish
GBPJPY,Sell,162.29500000,162.44800000,161.99500000,Thursday,June,2022-06-16 11:00,2022-06-16 11:14,Less than 1 hour,-1,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,165.17400000,165.02100000,165.47400000,Friday,June,2022-06-17 11:00,2022-06-17 11:44,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,165.32300000,165.17000000,165.62300000,Monday,June,2022-06-20 09:00,2022-06-20 09:14,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,166.25900000,166.10600000,166.55900000,Tuesday,June,2022-06-21 10:30,2022-06-21 11:44,1 hours,2,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
GBPJPY,Buy,166.21200000,166.05900000,166.51200000,Friday,June,2022-06-24 14:00,2022-06-24 14:14,Less than 1 hour,-1,Bearish,No,Bullish,Bearish,No,Bullish,Bearish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,166.10800000,165.95500000,166.40800000,Monday,June,2022-06-27 10:00,2022-06-27 10:29,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish
GBPJPY,Buy,166.42700000,166.27400000,166.72700000,Tuesday,June,2022-06-28 09:30,2022-06-28 10:14,Less than 1 hour,2,Bearish,No,Bullish,Bullish,No,Bullish,Bullish,No,Bullish,Bearish,No,Bullish
